time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-12-02T06:42:37.510Z,33.4916667,-116.794,4.71,0.66,ml,25,61,0.02132,0.17,ci,ci37821863,2017-12-02T06:46:22.263Z,"8km NE of Aguanga, CA",earthquake,0.23,0.42,0.113,23,automatic,ci,ci
2017-12-02T06:34:43.550Z,33.5096667,-116.7898333,4.11,0.23,ml,16,85,0.009191,0.25,ci,ci37821855,2017-12-02T06:38:11.217Z,"10km NE of Aguanga, CA",earthquake,0.49,1.06,0.207,6,automatic,ci,ci
2017-12-02T06:30:44.607Z,63.5374,-147.3096,0,1.5,ml,,,,0.51,ak,ak17429164,2017-12-02T06:35:56.828Z,"83km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-12-02T06:23:47.816Z,61.6002,-149.9828,40.4,1.4,ml,,,,0.64,ak,ak17429162,2017-12-02T06:30:05.410Z,"8km N of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-12-02T06:21:31.260Z,36.6290016,-121.2531662,5.19,1.44,md,11,154,0.05269,0.07,nc,nc72933530,2017-12-02T06:53:02.557Z,"15km NW of Pinnacles, CA",earthquake,0.44,1.58,0.17,9,automatic,nc,nc
2017-12-02T06:18:03.420Z,38.8416672,-122.8303299,1.88,0.69,md,7,117,0.005066,0,nc,nc72933525,2017-12-02T06:41:02.533Z,"10km WNW of Cobb, CA",earthquake,0.56,1.2,0.08,2,automatic,nc,nc
2017-12-02T06:15:07.760Z,34.3043333,-81.1946667,4.05,2.42,md,12,88,0.05832,0.25,se,se60048213,2017-12-02T19:27:14.945Z,"11km WSW of Winnsboro Mills, South Carolina",earthquake,0.97,1.22,0.053,9,reviewed,se,se
2017-12-02T06:07:01.257Z,38.0567,-117.9782,6.9,1,ml,16,136.56,0.401,0.1765,nn,nn00614104,2017-12-02T15:54:17.007Z,"65km W of Tonopah, Nevada",earthquake,,5,0.21,10,reviewed,nn,nn
2017-12-02T06:06:25.050Z,33.8421667,-116.8846667,16.58,0.93,ml,40,54,0.07316,0.24,ci,ci37821847,2017-12-02T06:10:09.069Z,"9km S of Banning, CA",earthquake,0.33,0.8,0.114,27,automatic,ci,ci
2017-12-02T05:52:23.726Z,37.8656,-118.1761,0,1.2,ml,12,115.07,0.465,0.1888,nn,nn00614129,2017-12-02T18:52:14.139Z,"57km NNE of Dixon Lane-Meadow Creek, California",earthquake,,0,0.35,8,reviewed,nn,nn
2017-12-02T05:43:31.610Z,33.391,-116.3585,3.39,0.65,ml,19,115,0.132,0.18,ci,ci37821839,2017-12-02T05:47:02.435Z,"15km N of Borrego Springs, CA",earthquake,0.43,1.39,0.135,16,automatic,ci,ci
2017-12-02T05:17:50.670Z,38.8100014,-122.8241653,1.5,0.56,md,14,71,0.004077,0.04,nc,nc72933495,2017-12-02T05:36:03.394Z,"7km WNW of The Geysers, CA",earthquake,0.26,0.53,0.13,4,automatic,nc,nc
2017-12-02T05:11:53.050Z,33.9206667,-117.033,31.37,0.88,ml,16,74,0.0436,0.35,ci,ci37821831,2017-12-02T05:15:34.959Z,"5km W of Beaumont, CA",earthquake,1.48,0.67,0.289,16,automatic,ci,ci
2017-12-02T05:09:28.380Z,60.3983,-150.5399,40.2,2.4,ml,,,,0.6,ak,ak17428402,2017-12-02T09:12:07.040Z,"19km SE of Sterling, Alaska",earthquake,,1,,,automatic,ak,ak
2017-12-02T05:09:00.453Z,63.0266,-150.4532,98,1.4,ml,,,,0.44,ak,ak17428404,2017-12-02T19:42:52.667Z,"80km NNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-12-02T05:00:59.320Z,38.8276672,-122.7993317,2.66,0.56,md,6,229,0.009413,0,nc,nc72933485,2017-12-02T05:15:04.349Z,"7km W of Cobb, CA",earthquake,2.9,1.61,,1,automatic,nc,nc
2017-12-02T04:58:25.310Z,32.1581667,-116.3211667,26.41,1.9,ml,20,80,0.3288,0.18,ci,ci37821823,2017-12-02T05:02:12.887Z,"43km NE of Ensenada, B.C., MX",earthquake,0.49,0.94,0.17,23,automatic,ci,ci
2017-12-02T04:52:38.555Z,64.8513,-148.693,15.7,0.9,ml,,,,0.39,ak,ak17428400,2017-12-02T04:59:39.322Z,"32km W of Ester, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-12-02T04:42:16.490Z,34.2076667,-118.1708333,6.3,1.43,ml,29,42,0.01981,0.17,ci,ci37821815,2017-12-02T04:45:54.644Z,"2km ENE of La Canada Flintridge, CA",earthquake,0.26,0.55,0.145,27,automatic,ci,ci
2017-12-02T04:39:59.893Z,62.0328,-145.6204,22.9,2,ml,,,,1.29,ak,ak17428398,2017-12-02T04:43:36.126Z,"9km SSW of Glennallen, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-12-02T04:39:22.275Z,61.4675,-150.6238,53.2,2.3,ml,,,,0.56,ak,ak17428392,2017-12-02T04:53:17.889Z,"36km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-12-02T04:27:47.378Z,60.2747,-152.3906,133.4,1.8,ml,,,,0.75,ak,ak17428389,2017-12-02T04:35:14.229Z,"30km SE of Redoubt Volcano, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-12-02T04:20:07.850Z,33.4888333,-116.7921667,4.54,0.63,ml,27,37,0.02445,0.18,ci,ci37821807,2017-12-02T04:23:49.534Z,"8km NE of Aguanga, CA",earthquake,0.24,0.46,0.096,21,automatic,ci,ci
2017-12-02T04:13:41.675Z,59.8352,-153.4726,138.6,3,ml,,,,0.56,ak,ak17428376,2017-12-02T04:25:52.364Z,"81km E of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-12-02T04:09:43.107Z,37.095,-117.0617,7.7,1.5,ml,27,79.06,0.117,0.2224,nn,nn00614103,2017-12-02T15:44:45.733Z,"33km NW of Beatty, Nevada",earthquake,,2.3,0.43,12,reviewed,nn,nn
2017-12-02T04:05:18.150Z,37.2538338,-121.635498,5.1,2.55,md,60,43,0.03045,0.05,nc,nc72933475,2017-12-02T17:16:16.711Z,"14km N of Morgan Hill, CA",earthquake,0.14,0.38,0.15,62,automatic,nc,nc
2017-12-02T03:50:44.852Z,38.7646,-117.9584,5.4,1,ml,10,161.21,0.305,0.1211,nn,nn00614127,2017-12-02T18:39:43.624Z,"11km SSW of Gabbs, Nevada",earthquake,,2.8,0.83,5,reviewed,nn,nn
2017-12-02T03:44:39.610Z,33.6463333,-116.7386667,17.5,0.47,ml,19,91,0.05663,0.12,ci,ci37821799,2017-12-02T03:48:19.345Z,"11km S of Idyllwild, CA",earthquake,0.41,0.43,0.226,7,automatic,ci,ci
2017-12-02T03:41:29.253Z,60.2328,-141.3615,0,1.5,ml,,,,1.22,ak,ak17428373,2017-12-02T03:44:33.212Z,"62km ENE of Cape Yakataga, Alaska",earthquake,,1,,,automatic,ak,ak
2017-12-02T03:25:30.250Z,38.7791672,-122.7226639,1.71,1.43,md,9,114,0.00726,0.03,nc,nc72933465,2017-12-02T03:34:03.193Z,"3km W of Anderson Springs, CA",earthquake,0.44,0.73,0.22,6,automatic,nc,nc
2017-12-02T03:21:26.282Z,40.2507,-120.3905,11.6,0.7,ml,5,152.54,0.161,0.0686,nn,nn00614126,2017-12-02T18:24:08.246Z,"12km ESE of Janesville, California",earthquake,,4.4,0,1,reviewed,nn,nn
2017-12-02T03:19:32.967Z,60.4801,-147.3632,16.8,1.5,ml,,,,0.99,ak,ak17428271,2017-12-02T03:24:04.929Z,"79km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-12-02T03:13:44.020Z,38.8380013,-122.7839966,1.01,1.26,md,16,95,0.007505,0.02,nc,nc72933460,2017-12-02T03:23:02.169Z,"6km WNW of Cobb, CA",earthquake,0.23,0.39,0.11,6,automatic,nc,nc
2017-12-02T03:02:35.613Z,59.7736,-136.6598,0,2.1,ml,,,,0.75,ak,ak17427620,2017-12-02T03:16:17.853Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-12-02T02:59:58.040Z,35.7008324,-121.0393295,9.87,2.25,md,38,55,0.09497,0.06,nc,nc72933455,2017-12-02T06:35:03.520Z,"15km WSW of Lake Nacimiento, CA",earthquake,0.23,0.79,0.16,32,automatic,nc,nc
2017-12-02T02:40:55.180Z,19.4048328,-155.280838,1.76,1.95,ml,21,53,,0.15,hv,hv61993826,2017-12-02T02:46:35.210Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.22,0.16,3,automatic,hv,hv
2017-12-02T02:37:25.875Z,62.1695,-152.0562,11.8,1.6,ml,,,,0.3,ak,ak17427612,2017-12-02T02:41:47.164Z,"102km W of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-12-02T02:31:48.829Z,39.3768,-119.8447,8.3,0.5,ml,13,51.77,0.063,0.1523,nn,nn00614120,2017-12-02T17:25:25.271Z,"16km SSE of Mogul, Nevada",earthquake,,1.7,0.5,4,reviewed,nn,nn
2017-12-02T02:28:32.360Z,52.1141,-170.5257,26.27,4.4,mb,,181,0.808,1.01,us,us1000bk6n,2017-12-02T03:12:03.690Z,"58km SSE of Yunaska Island, Alaska",earthquake,10.8,7.9,0.048,126,reviewed,us,us
2017-12-02T02:25:23.350Z,63.5141,-150.9395,11.9,0.5,ml,,,,0.45,ak,ak17427504,2017-12-02T20:04:59.819Z,"100km W of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-12-02T02:21:11.920Z,37.61,-118.8275,3.5,0.5,md,14,147,0.01998,0.04,nc,nc72933440,2017-12-02T02:35:44.183Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.38,0.48,0.226,12,reviewed,nc,nc
2017-12-02T02:20:43.780Z,38.822834,-122.7996674,2.56,0.48,md,10,82,0.008148,0.01,nc,nc72933435,2017-12-02T02:22:22.426Z,"6km NW of The Geysers, CA",earthquake,0.41,0.7,0.07,3,automatic,nc,nc
2017-12-02T02:10:55.980Z,37.6616667,-118.858,4.19,0.37,md,11,97,0.02947,0.04,nc,nc72933430,2017-12-02T02:33:13.044Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.61,1.57,0.16,8,reviewed,nc,nc
2017-12-02T02:01:43.825Z,60.5803,-151.9069,82.8,2.5,ml,,,,0.55,ak,ak17426850,2017-12-02T02:15:43.834Z,"35km W of Kenai, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-12-02T01:53:59.367Z,61.4824,-146.672,28.6,1.7,ml,,,,0.48,ak,ak17426842,2017-12-02T01:59:23.473Z,"42km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-12-02T01:52:21.378Z,62.9533,-150.4974,94.7,1.4,ml,,,,0.27,ak,ak17426837,2017-12-02T01:56:40.554Z,"72km NNW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-12-02T01:49:39.121Z,38.5424,-118.5049,9.9,-0.3,ml,4,170.99,0.087,0.0491,nn,nn00614122,2017-12-02T17:50:19.761Z,"10km E of Hawthorne, Nevada",earthquake,,6,1.27,4,reviewed,nn,nn
2017-12-02T01:39:52.000Z,32.9201667,-116.346,10.17,1.13,ml,16,87,0.07006,0.27,ci,ci37821767,2017-12-02T01:43:28.663Z,"20km ENE of Pine Valley, CA",earthquake,0.56,1.16,0.2,18,automatic,ci,ci
2017-12-02T01:37:24.912Z,61.9428,-152.1075,123.2,1.9,ml,,,,0.43,ak,ak17426830,2017-12-02T01:54:58.642Z,"111km WNW of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-12-02T01:22:48.360Z,19.3561,-66.8528,57,3.04,md,6,288,0.9254,0.42,pr,pr2017336000,2017-12-02T04:24:51.715Z,"96km N of Isabela, Puerto Rico",earthquake,4.57,14.53,0.25,4,reviewed,pr,pr
2017-12-02T01:09:56.732Z,37.3165,-114.9544,0,0.7,ml,6,256.77,0.119,0.1515,nn,nn00614119,2017-12-02T17:37:58.894Z,"19km ESE of Alamo, Nevada",earthquake,,0,0.05,2,reviewed,nn,nn
2017-12-02T01:09:04.120Z,33.4966667,-116.7988333,5.14,2.18,ml,79,30,0.01571,0.21,ci,ci37821759,2017-12-02T02:16:02.337Z,"9km NE of Aguanga, CA",earthquake,0.17,0.66,0.119,26,automatic,ci,ci
2017-12-02T00:58:43.155Z,61.3482,-150.453,24.2,1.3,ml,,,,0.37,ak,ak17426699,2017-12-02T01:01:58.903Z,"32km WNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-12-02T00:48:03.540Z,38.8344994,-122.8078308,1.47,0.48,md,8,105,0.01123,0.03,nc,nc72933405,2017-12-02T01:08:01.804Z,"8km W of Cobb, CA",earthquake,0.33,0.87,0.08,2,automatic,nc,nc
2017-12-02T00:46:29.320Z,39.7938,-120.6755,2.7,0.4,ml,5,141.97,0.049,0.0572,nn,nn00614118,2017-12-02T17:12:45.540Z,"17km W of Portola, California",earthquake,,15.8,0,1,reviewed,nn,nn
2017-12-02T00:43:21.134Z,61.0741,-147.648,0,1.6,ml,,,,0.44,ak,ak17426060,2017-12-02T00:46:25.944Z,"65km ENE of Whittier, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-12-02T00:37:42.690Z,33.2355,-116.7781667,10.25,1.07,ml,34,39,0.01627,0.13,ci,ci37821751,2017-12-02T00:56:54.825Z,"2km WSW of Lake Henshaw, CA",earthquake,0.17,0.35,0.133,26,reviewed,ci,ci
2017-12-02T00:37:14.043Z,63.9796,-148.6699,0,2,ml,,,,0.67,ak,ak17426043,2017-12-02T20:22:14.943Z,"19km NE of Healy, Alaska",explosion,,0,,,reviewed,ak,ak
2017-12-02T00:31:49.510Z,19.3748341,-155.5016632,10.5,1.94,md,48,31,,0.19,hv,hv61993686,2017-12-02T00:35:15.900Z,"18km N of Pahala, Hawaii",earthquake,0.3,0.72,0.21,34,automatic,hv,hv
2017-12-02T00:28:11.150Z,-24.0344,-67.0609,220.29,4.1,ml,,218,1.488,0.59,us,us1000bk67,2017-12-02T00:53:44.040Z,"78km WNW of San Antonio de los Cobres, Argentina",earthquake,7.2,18.2,,,reviewed,us,guc
2017-12-02T00:23:41.643Z,39.3746,-119.8444,8.1,0.8,ml,13,70.41,0.064,0.1558,nn,nn00614093,2017-12-02T01:22:03.592Z,"16km SSE of Mogul, Nevada",earthquake,,1.6,0.41,5,reviewed,nn,nn
2017-12-02T00:21:39.340Z,37.6033325,-118.8208313,2.99,1.3,md,17,79,0.01482,0.04,nc,nc72933395,2017-12-02T01:25:02.843Z,"13km WNW of Toms Place, CA",earthquake,0.31,0.41,0.15,15,automatic,nc,nc
2017-12-02T00:19:12.530Z,33.3465,-116.9321667,16.45,0.78,ml,29,49,0.05862,0.14,ci,ci37821743,2017-12-02T00:53:49.120Z,"6km W of Palomar Observatory, CA",earthquake,0.22,0.61,0.122,23,reviewed,ci,ci
2017-12-02T00:17:26.179Z,35.8985,-116.9063,9.4,0.7,ml,6,148.86,0.073,0.1566,nn,nn00614090,2017-12-02T01:37:36.056Z,"47km ENE of Searles Valley, California",earthquake,,2.3,0.26,3,reviewed,nn,nn
2017-12-02T00:16:12.356Z,38.027,-118.0058,9.7,1.4,ml,14,89.46,0.423,0.1536,nn,nn00614089,2017-12-02T01:09:26.691Z,"68km W of Tonopah, Nevada",earthquake,,3.8,0.1,8,reviewed,nn,nn
2017-12-02T00:15:30.872Z,61.5707,-150.4709,62.1,1.5,ml,,,,0.39,ak,ak17425947,2017-12-02T00:25:28.453Z,"28km WNW of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-12-02T00:11:40.473Z,64.9913,-147.4047,1.2,1.2,ml,,,,0.51,ak,ak17425945,2017-12-02T00:17:31.550Z,"22km NE of Fairbanks, Alaska",earthquake,,3.4,,,automatic,ak,ak
2017-12-01T23:59:24.932Z,60.5923,-142.8843,17.6,1,ml,,,,0.33,ak,ak17425938,2017-12-02T00:06:17.000Z,"63km NNW of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-12-01T23:54:14.234Z,62.0039,-151.5991,76.4,1.5,ml,,,,0.54,ak,ak17425304,2017-12-01T23:58:54.070Z,"85km WSW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-12-01T23:46:14.910Z,33.4963333,-116.7886667,4.6,0.51,ml,21,104,0.01874,0.12,ci,ci37821735,2017-12-02T00:49:54.262Z,"9km NE of Aguanga, CA",earthquake,0.21,0.29,0.114,14,reviewed,ci,ci
2017-12-01T23:28:43.760Z,33.6405,-116.6605,14.41,0.55,ml,18,107,0.03042,0.08,ci,ci37821727,2017-12-02T00:25:15.029Z,"10km N of Anza, CA",earthquake,0.28,0.34,0.11,6,reviewed,ci,ci
2017-12-01T23:26:52.210Z,-34.7865,-73.7859,26.75,4,mwr,,108,1.541,0.68,us,us1000bk5w,2017-12-02T00:09:53.040Z,"138km WNW of Constitucion, Chile",earthquake,5.6,9.8,0.073,18,reviewed,us,us
2017-12-01T23:23:16.080Z,30.6901,57.4277,10,4.3,mb,,125,5.488,0.95,us,us1000bk5v,2017-12-01T23:41:17.040Z,"56km NE of Kerman, Iran",earthquake,7.8,1.9,0.1,28,reviewed,us,us
2017-12-01T22:54:55.230Z,33.4923333,-116.7913333,4.77,0.88,ml,32,35,0.02136,0.13,ci,ci37821695,2017-12-01T23:56:18.820Z,"9km NE of Aguanga, CA",earthquake,0.15,0.27,0.093,20,reviewed,ci,ci
2017-12-01T22:44:16.141Z,62.1523,-148.6922,26.9,1.6,ml,,,,0.62,ak,ak17424576,2017-12-01T22:49:20.518Z,"40km NNE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-12-01T22:41:46.221Z,63.7303,-148.6153,10.4,0.9,ml,,,,0.36,ak,ak17424574,2017-12-01T22:45:58.896Z,"22km SE of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-12-01T22:26:36.250Z,34.8706667,-116.5381667,9.57,1.26,ml,12,70,0.09157,0.1,ci,ci37821679,2017-12-01T22:33:11.294Z,"38km WNW of Ludlow, CA",earthquake,0.2,0.46,0.198,10,reviewed,ci,ci
2017-12-01T22:17:08.060Z,34.8723333,-116.5381667,8,1.64,ml,24,59,0.0932,0.15,ci,ci37821671,2017-12-01T22:31:40.990Z,"38km WNW of Ludlow, CA",earthquake,0.22,0.65,0.143,23,reviewed,ci,ci
2017-12-01T22:09:30.833Z,63.4346,-151.1951,0.1,1.6,ml,,,,0.42,ak,ak17424463,2017-12-01T22:21:01.330Z,"112km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-12-01T22:05:07.790Z,36.0121,-97.9289,1.35,3.1,mb_lg,,31,0.327,0.2,us,us1000bk4q,2017-12-02T15:43:15.023Z,"11km SSW of Hennessey, Oklahoma",earthquake,1.4,7.6,0.056,84,reviewed,us,us
2017-12-01T22:00:30.210Z,33.6658333,-116.7106667,16.71,0.49,ml,16,85,0.0309,0.08,ci,ci37821655,2017-12-01T22:28:02.989Z,"8km S of Idyllwild, CA",earthquake,0.32,0.46,0.15,12,reviewed,ci,ci
2017-12-01T21:57:21.283Z,36.6374,-117.0521,10.8,0.1,ml,5,258.13,0.107,0.2289,nn,nn00614095,2017-12-02T00:37:53.435Z,"39km SW of Beatty, Nevada",earthquake,,3.4,0.76,3,reviewed,nn,nn
2017-12-01T21:52:32.760Z,37.6595001,-118.8515015,1.72,1.26,md,10,152,0.02482,0.05,nc,nc72933375,2017-12-02T00:47:02.562Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.51,1.28,0.08,8,automatic,nc,nc
2017-12-01T21:49:07.480Z,-8.2177,-76.196,115.18,4.7,mb,,126,3.491,1.14,us,us1000bk4h,2017-12-01T22:06:31.040Z,"35km E of Tocache Nuevo, Peru",earthquake,8,7.7,0.053,109,reviewed,us,us
2017-12-01T21:31:05.695Z,36.8141,-116.2819,5.1,1,ml,20,47.86,0.103,0.1042,nn,nn00614063,2017-12-01T22:53:08.122Z,"43km ESE of Beatty, Nevada",earthquake,,2,0.26,13,reviewed,nn,nn
2017-12-01T21:26:56.093Z,61.4214,-146.5508,22.6,1,ml,,,,0.42,ak,ak17423883,2017-12-01T21:51:22.328Z,"34km NNW of Valdez, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-12-01T21:26:55.141Z,63.5268,-151.1757,4.7,0.7,ml,,,,0.41,ak,ak17423824,2017-12-01T21:49:41.481Z,"111km W of Cantwell, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-12-01T21:20:27.271Z,38.4704,-118.3862,9.6,-0.1,ml,5,135.64,0.052,0.0846,nn,nn00614059,2017-12-01T22:36:52.501Z,"21km ESE of Hawthorne, Nevada",earthquake,,3.3,0.21,2,reviewed,nn,nn
